host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
90%,,1.0,48.84835,2.2968,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$123.00,$30.00,$300.00,4,30,29
100%,,1.0,48.88163,2.34507,Paris,75009,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$80.00,$15.00,$300.00,2,1125,87
100%,,1.0,48.854279999999996,2.40037,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$60.00,,,3,1125,67
100%,,1.0,48.88084,2.33475,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$88.00,$30.00,$500.00,5,15,22
90%,,1.0,48.87173,2.37398,Paris,75010,Île-de-France,5,Entire home/apt,2.0,1.0,3.0,$115.00,$20.00,$200.00,2,12,86
100%,,3.0,48.85249,2.33122,Paris,75006,Île-de-France,3,Entire home/apt,0.0,1.0,1.0,$89.00,$19.00,$300.00,1,1000,406
,,1.0,48.85346,2.3809400000000003,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$20.00,$200.00,2,1125,20
,,1.0,48.87096,2.34191,Paris,75002,Île-de-France,2,Entire home/apt,0.0,1.0,2.0,$70.00,,,5,31,40
100%,,1.0,48.84564,2.4014,Paris,75012,Île-de-France,2,Private room,1.0,1.0,1.0,$135.00,$20.00,$0.00,1,25,25
100%,,1.0,48.86808,2.34856,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$110.00,$40.00,$200.00,3,1125,45
100%,,5.0,48.8678,2.39142,Paris,75011,Île-de-France,2,Private room,1.0,1.0,1.0,$39.00,$13.00,$500.00,1,30,262
100%,,5.0,48.88952000000001,2.3382099999999997,Paris,75018,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$59.00,$40.00,$250.00,2,1125,302
,,1.0,48.88173,2.37157,Paris,75019,Île-de-France,2,Entire home/apt,2.0,1.0,3.0,$65.00,,,1,1125,0
100%,,1.0,48.855290000000004,2.31724,Paris,75007,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$180.00,$80.00,,3,365,10
60%,,1.0,48.8646,2.33562,Paris,75001,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$79.00,$20.00,,1,1125,48
100%,,1.0,48.84484000000001,2.4049099999999997,Paris,75012,Île-de-France,2,Private room,1.0,1.0,1.0,$55.00,,$300.00,1,35,57
100%,,1.0,48.828759999999996,2.35692,Paris,75013,Île-de-France,1,Private room,1.0,1.0,1.0,$45.00,$20.00,$100.00,2,1125,205
100%,,1.0,48.83019,2.34745,Paris,75013,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$72.00,$40.00,$500.00,2,1125,34
,,1.0,48.87342,2.36671,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$80.00,,$150.00,15,120,2
33%,,1.0,48.83139,2.36266,Paris,75013,Île-de-France,1,Entire home/apt,1.0,1.0,1.0,$69.00,$15.00,$900.00,7,180,18
,,1.0,48.87275,2.34812,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$120.00,$60.00,$850.00,4,1125,17
80%,,1.0,48.85205,2.2749200000000003,Paris,75016,Île-de-France,5,Entire home/apt,2.0,2.0,2.0,$170.00,$20.00,,3,1125,34
,,1.0,48.84343,2.35851,Paris,75005,Île-de-France,6,Entire home/apt,3.0,2.0,3.0,$300.00,$110.00,$999.00,5,21,5
90%,,1.0,48.88841,2.3065700000000002,Paris,75017,Île-de-France,1,Private room,1.0,1.0,0.0,$30.00,,,3,1125,52
100%,,1.0,48.83784,2.4027,Paris,75012,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$120.00,$30.00,$500.00,3,1125,21
,,1.0,48.89385,2.3850599999999997,Paris,75019,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$60.00,$15.00,$350.00,2,10,11
,,1.0,48.86687,2.28818,Paris,75116,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$15.00,$200.00,3,1125,0
100%,,2.0,48.85545,2.26736,Paris,75016,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$150.00,$50.00,,7,1125,20
100%,,1.0,48.85994,2.35728,Paris,75004,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$119.00,$30.00,$500.00,3,1125,74
80%,,2.0,48.8818,2.3128900000000003,Paris,75008,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,,,3,31,7
80%,,1.0,48.88304,2.29336,Paris,75017,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$150.00,$30.00,$500.00,30,305,1
100%,,1.0,48.88604,2.3094,Paris,75017,Île-de-France,4,Entire home/apt,1.0,1.0,0.0,$119.00,$60.00,$600.00,7,1125,28
100%,,1.0,48.85969,2.3808700000000003,Paris,75011,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$60.00,$25.00,"$1,000.00",2,90,13
100%,,1.0,48.8518,2.28741,Paris,75015,Île-de-France,5,Entire home/apt,2.0,1.5,3.0,$116.00,$60.00,"$1,000.00",6,60,26
81%,,31.0,48.87896,2.29195,Paris,75017,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$200.00,,"$1,300.00",7,1125,8
43%,,1.0,48.85822,2.3536599999999996,Paris,75004,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$160.00,$85.00,$500.00,4,31,24
100%,,1.0,48.84321,2.40008,Paris,75012,Île-de-France,6,Entire home/apt,3.0,2.0,3.0,$140.00,$30.00,$200.00,3,1125,22
100%,,3.0,48.82743,2.3462400000000003,Paris,75013,Île-de-France,5,Entire home/apt,3.0,2.0,4.0,$145.00,$50.00,$600.00,4,1125,30
,,1.0,48.88909,2.33491,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$25.00,$500.00,3,1125,21
100%,,1.0,48.88548,2.3498799999999997,Paris,75018,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$70.00,,$250.00,8,1125,5
,,1.0,48.87658,2.37488,Paris,75019,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$80.00,,,2,1125,1
83%,,1.0,48.878640000000004,2.28456,Paris,75017,Île-de-France,5,Entire home/apt,2.0,1.0,2.0,$130.00,$40.00,$800.00,3,15,52
92%,,3.0,48.86383,2.34543,Paris,75001,Île-de-France,7,Entire home/apt,2.0,1.0,5.0,$270.00,$215.00,$900.00,1,1125,38
100%,,1.0,48.86755,2.35537,Paris,75003,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$76.00,$29.00,$900.00,1,7,77
,,1.0,48.82756,2.33133,Paris,75014,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$50.00,,$300.00,4,1125,14
,,2.0,48.844429999999996,2.29699,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.5,2.0,$100.00,$40.00,$500.00,4,40,20
90%,,1.0,48.82598,2.37489,Paris,75013,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$95.00,$30.00,$950.00,3,1125,90
100%,,6.0,48.858059999999995,2.36462,Paris,75004,Île-de-France,2,Entire home/apt,0.0,1.0,2.0,$54.00,$35.00,,2,1125,218
0%,,1.0,48.84687,2.25783,Paris,75016,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$160.00,$40.00,"$1,000.00",3,15,8
100%,,1.0,48.87498,2.34619,Paris,75009,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$135.00,$20.00,$500.00,3,1125,82
100%,,4.0,48.88081,2.33557,Paris,75009,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,$15.00,,2,30,23
100%,,2.0,48.83044,2.28903,Issy les moulineaux,92130,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$67.00,$30.00,$300.00,2,1125,140
,,1.0,48.826809999999995,2.33142,Paris,75014,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$85.00,$36.00,$200.00,5,1125,10
100%,,1.0,48.851279999999996,2.3382,Paris,75006,Île-de-France,6,Entire home/apt,3.0,1.0,6.0,$170.00,$60.00,$300.00,2,60,93
100%,,1.0,48.87271,2.30308,Paris,75008,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$150.00,$0.00,$300.00,4,31,113
,,1.0,48.88914000000001,2.3214099999999998,Paris,75017,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$110.00,,$400.00,1,1125,0
,,1.0,48.8964,2.31881,Paris,75017,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$78.00,$25.00,$300.00,7,1125,4
100%,,3.0,48.8505,2.3721,Paris,75012,Île-de-France,6,Entire home/apt,2.0,1.0,2.0,$170.00,,$500.00,4,31,106
100%,,1.0,48.85434,2.3610700000000002,Paris,75004,Île-de-France,6,Entire home/apt,3.0,1.0,5.0,$200.00,$60.00,"$1,200.00",3,30,83
,,1.0,48.88412,2.32165,Paris,75017,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$43.00,$30.00,$200.00,21,93,26
100%,,1.0,48.88247,2.35925,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$57.00,$25.00,$250.00,3,8,82
100%,,1.0,48.8678,2.35144,Paris,75002,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$40.00,,$500.00,30,35,5
,,2.0,48.8603,2.38216,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,,,3,7,0
,,1.0,48.84663,2.26631,Paris,75016,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,,$100.00,2,1125,0
,,1.0,48.86911,2.3879200000000003,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$50.00,$15.00,$500.00,5,1125,13
0%,,1.0,48.8605,2.3783,Paris,75011,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$80.00,$30.00,$150.00,2,1125,1
100%,,1.0,48.8885,2.3827599999999998,Paris,75019,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$20.00,$300.00,2,100,99
90%,,4.0,48.865809999999996,2.36082,Paris,75003,Île-de-France,6,Entire home/apt,3.0,1.0,3.0,$180.00,$80.00,$500.00,3,150,67
60%,,2.0,48.82677,2.35873,Paris,,Île-de-France,2,Private room,1.0,1.0,1.0,$34.00,$15.00,$0.00,1,1125,7
91%,,1.0,48.86894,2.37339,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,$40.00,$300.00,3,14,42
100%,,1.0,48.86079,2.30325,Paris,75007,Île-de-France,8,Entire home/apt,4.0,2.0,4.0,$500.00,$80.00,,2,1125,11
85%,,180.0,48.85759,2.36669,Paris,75003,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$195.00,$90.00,"$1,000.00",91,1125,30
100%,,2.0,48.82703,2.33338,Paris,75014,Île-de-France,4,Entire home/apt,2.0,2.0,3.0,$210.00,,"$1,000.00",7,60,23
80%,,1.0,48.84928,2.3738200000000003,Paris,75012,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$195.00,$30.00,,7,365,13
,,1.0,48.889559999999996,2.35458,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$55.00,$30.00,$300.00,3,15,33
100%,,1.0,48.831920000000004,2.3196,Paris,75014,Île-de-France,3,Entire home/apt,0.0,1.0,2.0,$70.00,,$800.00,2,8,72
90%,,13.0,48.86357,2.35534,Paris,75003,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$119.00,$44.00,$300.00,3,120,35
100%,,1.0,48.85678,2.33977,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,$45.00,$450.00,1,30,50
100%,,1.0,48.85712,2.37328,Paris,75011,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$180.00,$90.00,$800.00,30,305,24
100%,,3.0,48.84493,2.35052,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$79.00,$50.00,$0.00,8,60,39
,,1.0,48.82822,2.35344,Paris,75013,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$85.00,$30.00,$400.00,1,1125,0
75%,,1.0,48.84523,2.4074,Paris,75012,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$90.00,$30.00,$180.00,1000,1100,13
,,1.0,48.8848,2.3368900000000004,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$95.00,$40.00,$600.00,7,17,0
50%,,1.0,48.82991,2.3748099999999996,Paris,75013,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$66.00,$20.00,$200.00,5,14,20
,,1.0,48.85468,2.29107,Paris,75015,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$45.00,,$500.00,3,3,0
100%,,1.0,48.89375,2.34085,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$95.00,$25.00,$300.00,4,1125,6
,,1.0,48.84101,2.35029,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$160.00,$30.00,"$1,500.00",3,45,0
,,1.0,48.87441,2.34755,Paris,75010,Île-de-France,6,Entire home/apt,3.0,2.0,6.0,$210.00,$0.00,$300.00,5,1125,22
,,1.0,48.89179,2.3277400000000004,Paris,75018,Île-de-France,6,Entire home/apt,3.0,1.0,3.0,$150.00,$0.00,$0.00,1,1125,3
100%,,2.0,48.8834,2.32356,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$72.00,$50.00,$600.00,20,21,19
100%,,2.0,48.88033,2.33303,Paris,75009,Île-de-France,2,Private room,1.0,1.5,1.0,$65.00,$27.00,,2,4,22
78%,,2.0,48.868629999999996,2.37017,Paris,75011,Île-de-France,2,Private room,1.0,1.0,1.0,$49.00,$6.00,$100.00,2,1125,3
,,1.0,48.89032,2.33898,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$75.00,$20.00,$250.00,5,30,7
100%,,1.0,48.87457,2.3649,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$79.00,,$200.00,4,31,39
,,1.0,48.88542,2.34639,Paris,75018,Île-de-France,1,Private room,1.0,1.0,1.0,$60.00,$25.00,,1,1125,0
100%,,3.0,48.85812,2.39705,Paris,75020,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$60.00,,$150.00,4,1125,6
100%,,1.0,48.86571,2.34055,Paris,75001,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$80.00,$35.00,$150.00,3,120,207
,,1.0,48.85304,2.37415,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$89.00,,,3,1125,4
,,1.0,48.8603,2.2994,Paris,75007,Île-de-France,4,Entire home/apt,2.0,1.0,4.0,$120.00,$50.00,$200.00,7,1125,0
83%,,1.0,48.86284000000001,2.3671599999999997,Paris,75011,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$160.00,$80.00,"$2,500.00",2,1125,12
100%,,1.0,48.880720000000004,2.2902099999999996,Paris,75017,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$120.00,$40.00,"$1,500.00",7,1125,0
100%,,3.0,48.89193,2.33582,Paris,75018,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$90.00,$20.00,$100.00,3,1125,5
,,1.0,48.83334,2.34563,Paris-13E-Arrondissement,75013,Île-de-France,8,Entire home/apt,3.0,2.0,6.0,$150.00,$50.00,$0.00,5,21,0
,,1.0,48.835359999999994,2.39635,Paris,75012,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$60.00,,,3,1125,10
100%,,4.0,48.858309999999996,2.33212,Paris,75006,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$55.00,$40.00,$450.00,4,1125,71
,,1.0,48.85692,2.37323,Paris,75011,IDF,1,Private room,1.0,1.0,1.0,$20.00,$10.00,$0.00,30,90,3
100%,,2.0,48.84802,2.31838,Paris,75007,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$67.00,$20.00,$0.00,2,30,60
100%,,1.0,48.87533,2.38024,Paris,75019,Île-de-France,2,Private room,1.0,1.0,1.0,$35.00,,$200.00,6,1125,5
100%,,1.0,48.882220000000004,2.33751,Paris,75009,Île-de-France,5,Entire home/apt,3.0,2.0,0.0,$230.00,,,3,25,24
100%,,1.0,48.85318,2.3606599999999998,Paris,75004,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$110.00,,$400.00,5,60,43
100%,,1.0,48.86312,2.3738799999999998,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$30.00,,,3,1000,136
83%,,1.0,48.83983,2.38465,Paris,75012,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$89.00,$45.00,$250.00,1,90,58
,,1.0,48.89751,2.329,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$39.00,$15.00,$300.00,3,1125,4
,,1.0,48.88041,2.36397,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$55.00,,$250.00,15,62,16
100%,,1.0,48.864940000000004,2.3927099999999997,Paris,75020,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$70.00,$50.00,$700.00,3,1125,67
,,1.0,48.87955,2.30515,Paris,75017,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$90.00,$20.00,$200.00,5,1125,0
,,2.0,48.87388,2.3762,Paris-19E-Arrondissement,75019,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,,,2,1125,6
100%,,3.0,48.8809,2.3438,Paris,75009,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$65.00,$20.00,$200.00,2,1125,28
,,1.0,48.86788,2.3696900000000003,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.5,1.0,$70.00,$40.00,$900.00,3,10,4
,,1.0,48.882259999999995,2.29029,Paris,75017,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$89.00,$30.00,$400.00,2,365,9
100%,,1.0,48.880990000000004,2.3435900000000003,Paris,75009,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$120.00,$30.00,$500.00,2,1125,52
100%,,1.0,48.86399,2.33399,Paris,75001,Île-de-France,5,Entire home/apt,1.0,2.0,1.0,$254.00,$49.00,"$1,800.00",2,30,171
,,1.0,48.88197,2.33541,Paris,75009,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$65.00,$20.00,$250.00,3,13,49
0%,,1.0,48.89047,2.32857,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$75.00,$35.00,$400.00,2,21,271
,,1.0,48.85118,2.3485,Paris,75005,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$110.00,,,1,1125,45
,,1.0,48.8922,2.32327,Paris,75017,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$50.00,$10.00,$350.00,3,40,9
,,1.0,48.87845,2.3386400000000003,Paris,75009,Île-de-France,2,Private room,2.0,2.0,1.0,$79.00,$25.00,"$3,000.00",2,1125,1
,,1.0,48.84782,2.37066,Paris,75012,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$75.00,$0.00,$200.00,3,365,41
80%,,2.0,48.849509999999995,2.27037,Paris,75016,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$103.00,$45.00,$300.00,3,1125,13
,,1.0,48.88123,2.3684,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,,,1,1125,3
100%,,7.0,48.85564,2.3252,París,75007,Île-de-France,5,Entire home/apt,1.0,1.0,3.0,$145.00,$65.00,$400.00,3,1125,30
100%,,1.0,48.84852,2.3517099999999997,Paris,75005,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$129.00,$30.00,$0.00,2,1125,4
100%,,0.0,48.8743,2.35338,Paris,75010,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$85.00,$50.00,,2,35,141
,,1.0,48.89455,2.37322,Paris,75019,Île-de-France,5,Entire home/apt,2.0,1.0,4.0,$99.00,$40.00,$500.00,6,1125,1
50%,,1.0,48.83489,2.30063,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.0,0.0,$150.00,$40.00,$450.00,3,1125,39
,,1.0,48.87197000000001,2.35379,Paris,75010,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$125.00,$24.00,$800.00,3,30,40
100%,,3.0,48.87005,2.28495,Paris,75116,IDF,8,Entire home/apt,3.0,2.5,8.0,"$1,400.00",$150.00,"$3,000.00",3,365,18
100%,,1.0,48.86474000000001,2.3822099999999997,Paris,75011,Île-de-France,5,Entire home/apt,2.0,1.0,2.0,$120.00,$30.00,,2,15,67
100%,,2.0,48.8715,2.36924,Paris,75010,Île-de-France,3,Entire home/apt,1.0,1.0,0.0,$98.00,$30.00,$700.00,3,1125,23
,,1.0,48.88337,2.38577,Paris,75019,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,,,1,1125,9
100%,,1.0,48.85152,2.40099,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$70.00,,,2,365,16
86%,,1.0,48.873709999999996,2.38821,Paris,75020,Île-de-France,3,Entire home/apt,0.0,1.0,2.0,$45.00,$30.00,$100.00,10,169,14
,,1.0,48.87068,2.36259,Paris,75010,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$59.00,$25.00,$200.00,3,1125,35
100%,,1.0,48.83939,2.39249,Paris,75012,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$80.00,$15.00,,7,365,15
,,1.0,48.88285,2.33852,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$65.00,$30.00,$200.00,2,1125,6
,,1.0,48.854929999999996,2.3401400000000003,Paris,75006,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$70.00,$20.00,,2,365,21
,,1.0,48.81917,2.36482,Paris,75013,Île-de-France,2,Private room,1.0,2.0,1.0,$80.00,$50.00,$200.00,1,1125,1
,,2.0,48.83587,2.3007,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,,,3,1125,0
100%,,2.0,48.8735,2.36443,Paris,75010,Île-de-France,11,Entire home/apt,4.0,2.5,9.0,$485.00,$285.00,"$1,200.00",3,35,181
50%,,1.0,48.85731,2.2808900000000003,Paris,75016,Île-de-France,5,Entire home/apt,2.0,1.0,2.0,$350.00,$100.00,$200.00,4,1125,21
,,1.0,48.87357,2.38225,Paris,75019,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$35.00,,$350.00,5,1125,0
100%,,10.0,48.86685,2.35981,Paris,75003,Île-de-France,3,Entire home/apt,0.0,1.0,1.0,$69.00,$55.00,$200.00,1,1125,206
100%,,1.0,48.88642,2.3559099999999997,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,,,4,1125,22
100%,,3.0,48.8556,2.33886,Paris,75006,Île-de-France,6,Entire home/apt,2.0,2.5,4.0,$290.00,$100.00,$300.00,5,1124,54
100%,,1.0,48.88203,2.33964,Paris,75018,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,$10.00,,2,1125,130
100%,,1.0,48.85284,2.39609,Paris,75011,Île-de-France,6,Entire home/apt,4.0,1.5,4.0,$100.00,$35.00,,3,30,21
50%,,1.0,48.86575,2.33184,Paris,75001,Île-de-France,6,Entire home/apt,3.0,1.0,4.0,$350.00,,,3,14,18
100%,,1.0,48.8872,2.39656,Paris,75019,Île-de-France,2,Entire home/apt,0.0,1.0,2.0,$40.00,$10.00,$200.00,2,6,34
100%,,1.0,48.88241,2.3649,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$85.00,$25.00,$500.00,4,1125,11
100%,,1.0,48.871140000000004,2.37355,Paris,75011,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$59.00,$15.00,$200.00,7,1125,0
,,1.0,48.85304,2.40334,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$55.00,$0.00,$700.00,7,30,20
100%,,1.0,48.854659999999996,2.3751700000000002,Paris,75011,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$80.00,$35.00,$500.00,3,30,41
,,1.0,48.856159999999996,2.3721799999999997,Paris,75011,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$70.00,$15.00,$0.00,3,1125,1
89%,,1.0,48.8336,2.32802,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$110.00,$40.00,$300.00,5,25,59
100%,,19.0,48.85957,2.3010200000000003,Paris,75007,Île-de-France,4,Entire home/apt,1.0,1.5,3.0,$180.00,$80.00,$200.00,30,360,42
100%,,75.0,48.85273,2.36349,Paris,75004,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$58.00,$35.00,$300.00,1,1125,41
,,1.0,48.877140000000004,2.3471,Paris,75009,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$50.00,$15.00,$300.00,2,1125,11
100%,,7.0,48.85349,2.33597,Paris,75007,Île-de-France,4,Entire home/apt,2.0,1.5,3.0,$100.00,$70.00,$0.00,3,1125,6
80%,,2.0,48.87574,2.3470400000000002,Paris,75009,Île-de-France,5,Entire home/apt,2.0,2.0,3.0,$199.00,$70.00,$400.00,2,11,16
,,1.0,48.88257,2.3507599999999997,Paris,75010,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$49.00,$24.00,$90.00,3,30,8
100%,,1.0,48.87741,2.4031,Paris,75019,Île-de-France,1,Private room,1.0,1.0,1.0,$40.00,$60.00,"$1,000.00",2,31,12
100%,,1.0,48.85626,2.2894099999999997,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$97.00,$25.00,$180.00,3,60,309
100%,,1.0,48.87489,2.40445,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,$60.00,$400.00,5,1125,46
,,1.0,48.89054,2.36412,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$85.00,$15.00,$400.00,1,1125,5
100%,,1.0,48.88176,2.2905900000000003,Paris,75017,Île-de-France,2,Private room,1.0,1.0,1.0,$55.00,,,4,10,25
0%,,1.0,48.88621,2.3187,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$40.00,$250.00,2,1125,1
100%,,2.0,48.87835,2.36741,Paris,75010,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$88.00,$48.00,$850.00,90,120,0
100%,,1.0,48.89116,2.35045,Paris,75018,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$55.00,$24.00,$0.00,4,10,29
100%,,1.0,48.86448,2.38269,Paris,75011,Île-de-France,6,Entire home/apt,2.0,1.0,3.0,$95.00,$25.00,$200.00,3,30,13
100%,,1.0,48.86634,2.36164,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$129.00,$45.00,"$1,500.00",3,30,32
,,1.0,48.83844000000001,2.3549,Paris,75005,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$50.00,$30.00,$400.00,6,32,32
100%,,1.0,48.82484,2.35538,Paris,75013,Île-de-France,1,Private room,1.0,1.0,0.0,$44.00,$15.00,$100.00,2,1125,32
100%,,1.0,48.84742,2.30341,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$95.00,$30.00,$400.00,3,1125,88
100%,,1.0,48.88834,2.33176,Paris,75018,IDF,2,Entire home/apt,1.0,1.0,1.0,$130.00,$0.00,$400.00,2,25,10
100%,,3.0,48.86274,2.29419,Paris,75007,Île-de-France,4,Entire home/apt,1.0,1.0,4.0,$150.00,$150.00,$300.00,5,1111,92
100%,,1.0,48.835190000000004,2.3165,Paris,75014,Île-de-France,2,Private room,1.0,1.0,1.0,$68.00,$10.00,$0.00,3,15,47
